address,cover_alt,cover_src,description,latitude,link,longitude,price,price_currency,price_for,price_specification,recommended_unit,recommended_bed,score,score_aggregate,score_reviews,suburb,title
"206 A'Beckett Street, 3000 Melbourne, Australia",Pegasus Apart-Hotel,https://cf.bstatic.com/xdata/images/hotel/square600/286015273.webp?k=26bac6f1958e53dd82b2a4ec84afbb7718e7ac29bbcd42b060ccfc5640531239&o=,"Just a 5-minute walk from Queen Victoria Market, Pegasus Apart-Hotel offers a fitness centre and free WiFi. It features an indoor heated swimming pool, and a hot tub.

Located in Melbourne CBD, Melbourne Pegasus Apart-Hotel is a 15-minute walk from Bourke Street Mall and a 25-minute walk from Etihad Stadium. Flemington Racecourse is a 12-minute drive away.

These modern guest rooms are air-conditioned. They feature a desk and a kitchenette with a  refrigerator, a stove, and a microwave. The private bathroom includes a shower and free toiletries.",-37.81049172238655,https://www.booking.com/hotel/au/pegasus-suites.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=74&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780331&all_sr_blocks=43864901_88833706_0_2_0_440106&highlighted_blocks=43864901_88833706_0_2_0_440106&matching_block_id=43864901_88833706_0_2_0_440106&sr_pri_blocks=43864901_88833706_0_2_0_440106_26600&from_sustainable_property_sr=1&from=searchresults,144.95717391371727,266,AUD,"1 night, 1 adult",Includes taxes and charges,Queen Studio,1 large double bed,8.3,Very,6313,"Melbourne CBD, Melbourne",Pegasus Apart-Hotel
"353 Little Collins Street, 3000 Melbourne, Australia",Causeway 353 Hotel,https://cf.bstatic.com/xdata/images/hotel/square600/287298159.webp?k=f5783b108a6da3fba9cb3d6e4742adf5c4ceee1ddbb3d6e0ecc9a7d5388431b2&o=,"Located on Little Collins Street in Melbourne CBD, Causeway 353 Hotel offers stylish modern rooms with LCD TV, en suite bathroom and air conditioning. Facilities include a fitness centre, a steam room and a business centre.

Surrounded by international eateries, cafes and quirky shops, Causeway 353 Hotel offers Melbourne’s best shopping on your doorstep. The bustling Bourke Street Mall is just 300 metres away.

Entertainment, sporting and cultural venues are within walking distance of Causeway 353 Hotel Melbourne. Tullamarine International Airport is a 25-minute drive away.",-37.815501009891754,https://www.booking.com/hotel/au/causeway-353-melbourne.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=75&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780331&all_sr_blocks=17819801_0_1_0_0&highlighted_blocks=17819801_0_1_0_0&matching_block_id=17819801_0_1_0_0&sr_pri_blocks=17819801_0_1_0_0__33425&from_sustainable_property_sr=1&from=searchresults,144.96294736862183,334,AUD,"1 night, 1 adult",Includes taxes and charges,Deluxe King Room,1 extra-large double bed,8.2,Very,9021,"Melbourne CBD, Melbourne",Causeway 353 Hotel
"99 A'Beckett Street, 3000 Melbourne, Australia",City Edge on Elizabeth Apartment Hotel,https://cf.bstatic.com/xdata/images/hotel/square600/546744424.webp?k=0122fd82c50738ba396b54b355f77cdb4c54e2c9524c58b20530f0526ef55601&o=,"City Edge Apartment Hotels offers affordable quality accommodation in central Melbourne. It is located in the CBD, 30 minutes’ walk from the Melbourne Cricket Ground. It is 8 minutes' drive from Rod Laver Arena and offers free WiFi.

Accommodation options include studio, 1 and 2-bedroom apartments. All City Edge on Elizabeth apartments feature air conditioning and a kitchen. Free WiFi access is available.

Breakfast is available, which is a pre-packaged continental pack, containing cereal, milk, fruit drink and baked fruit bar.

City Edge Apartments Hotel is surrounded by the shops, restaurants and cafes of the city centre. Melbourne Airport is 25 minutes' drive away.",-37.80941841,https://www.booking.com/hotel/au/city-edge-apartment-hotels.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=76&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780354&all_sr_blocks=25427403_0_1_0_0&highlighted_blocks=25427403_0_1_0_0&matching_block_id=25427403_0_1_0_0&sr_pri_blocks=25427403_0_1_0_0__19147&from_sustainable_property_sr=1&from=searchresults,144.96056423,191,AUD,"1 night, 1 adult",Includes taxes and charges,Studio,Entire studio•1 bathroom•1 kitchen•25m²,6.0,Review,411,"Melbourne CBD, Melbourne",City Edge on Elizabeth Apartment Hotel
"42-48 Balston Street, Southbank, 3006 Melbourne, Australia",Imagine Marco,https://cf.bstatic.com/xdata/images/hotel/square600/200526389.webp?k=d85a4e32c329fd3d49656d33c60d2e1b336c989ebfa02961b511048515e166df&o=,"Set in Melbourne, Imagine Marco is only 600 m from Eureka Tower and Crown Casino with the Southbank precinct close by. The property offers one and two bedroom apartments with panoramic city views.

All non-smoking units include a seating area, dining area and balcony. There is also a kitchen, fitted with a dishwasher, oven and kettle are also featured. There is a private bathroom with a shower in every unit. Towels and bed linen are offered.

Guests can enjoy the lap pool and sun terrace. The property also a 24-hour reception desk.

Melbourne Arts Centre is 700 m from Imagine Marco, while Southbank Promenade is 700 m away. The nearest airport is Melbourne Airport, 20 km from the property.",-37.82649823286264,https://www.booking.com/hotel/au/imagine-marco.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=77&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780354&all_sr_blocks=203749401_99463830_0_0_0&highlighted_blocks=203749401_99463830_0_0_0&matching_block_id=203749401_99463830_0_0_0&sr_pri_blocks=203749401_99463830_0_0_0__31900&from_sustainable_property_sr=1&from=searchresults,144.96282715952452,319,AUD,"1 night, 1 adult",Includes taxes and charges,One-Bedroom Apartment,Entire apartment•1 bedroom•1 bathroom•1 kitchen•51m²,7.8,Good,4293,"Southbank, Melbourne",Imagine Marco
"133-139 City Road, Southbank, 3006 Melbourne, Australia",WRAP on Southbank,https://cf.bstatic.com/xdata/images/hotel/square600/68138598.webp?k=75820cee28f43319c319f4789cbe4a85d37d4f993ba5fac261eee3c95968251a&o=,"WRAP on Southbank is suitable for leisure travellers wanting a city escape or for business guests and features an on-site pool, fitness centre and restaurant. This stylish converted warehouse offers one and two-bedroom apartments with free WiFi and TV with streaming capabilities. A 24-hour reception desk is available.

The apartments are a 3-minute walk from Eureka Tower, a 6-minute walk from Southbank Promenade and a 12-minute walk from Flinders Street Station. Crown Casino and Melbourne Arts Centre are both 4 minutes' drive away and Flemington Racecourse for the Melbourne Cup is 16 minutes' drive away.

All spacious, air-conditioned apartments feature city views, a flat-screen TV, kitchenware and an electric kettle. Most have a balcony and a fully equipped kitchen.",-37.82353126495674,https://www.booking.com/hotel/au/wrap-on-southbank.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=78&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780354&all_sr_blocks=104038102_265580219_2_2_0&highlighted_blocks=104038102_265580219_2_2_0&matching_block_id=104038102_265580219_2_2_0&sr_pri_blocks=104038102_265580219_2_2_0__41900&from_sustainable_property_sr=1&from=searchresults,144.96348917484283,419,AUD,"1 night, 1 adult",Includes taxes and charges,Studio Apartment,Entire apartment•1 bedroom•1 bathroom•1 kitchen•40m²,8.1,Very,4400,"Southbank, Melbourne",WRAP on Southbank
"60 A’Beckett Street, 3000 Melbourne, Australia",Avani Melbourne Central Residences,https://cf.bstatic.com/xdata/images/hotel/square600/220938398.webp?k=56696d0a978a99e7e28590d99bcef080303a081bae0e9350d569a0130db0684a&o=,"Located within a 10-minute walk from Burke Street Mall and Queen Victoria Markets, Avani Melbourne Central Residences offers accommodation in the heart of Melbourne. Complimentary WiFi is offered. Guests are welcome to take advantage of a fitness room.

Offering a selection of one or two-bedroom contemporary suites, each boasts a fully equipped kitchen and laundry facilities. Relax in the spacious living room with shows on demand or enjoy views of Southbank, the city or Queen Victoria Markets.

Melbourne Museum is a 8-minute drive from Avani Melbourne Central Residences, while St Paul's Cathedral is a 10-minute driveaway. The nearest airport is Melbourne Airport, 23 km from the property.",-37.80885700,https://www.booking.com/hotel/au/avani-central-melbourne-residences.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=79&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780354&all_sr_blocks=314111401_260421880_2_0_0&highlighted_blocks=314111401_260421880_2_0_0&matching_block_id=314111401_260421880_2_0_0&sr_pri_blocks=314111401_260421880_2_0_0__39900&from_sustainable_property_sr=1&from=searchresults,144.96164500,399,AUD,"1 night, 1 adult",Includes taxes and charges,One-Bedroom Suite,Private suite•1 bedroom•1 living room•1 bathroom•47m²,7.9,Good,2506,"Melbourne CBD, Melbourne",Avani Melbourne Central Residences
"489 Elizabeth Street, 3000 Melbourne, Australia",Jasper Boutique Hotel,https://cf.bstatic.com/xdata/images/hotel/square600/185905187.webp?k=490e2b37e950d7769604e7a86433c47c2144c40827db1c5dea54c84d762dfebd&o=,"Jasper Boutique Hotel is a stylish boutique hotel offering 4-star accommodation in Melbourne CBD, in the heart of the Market Precinct. It features free WiFi and conference facilities.

All rooms at the Jasper Boutique Hotel Melbourne are air conditioned, and come with flat-screen TV. Tea and coffee making facilities are provided. Each room has a work desk and a seating area. Some rooms also come with an iPod dock.

Guests at the Jasper Boutique Hotel have free access to the Melbourne City Baths’ fitness centre, sauna and swimming pool. There is a 24-hour reception and tour desk on site. In-room massages and spa treatments are available upon request. A secure, multi-storey car park is available near by, open 24 hours a day, 7 days a week. Parking discount vouchers are available from the property.

Jasper Kitchen offers indoor and outdoor dining. It serves modern cuisine featuring local produce from Queen Victoria Market, as well as a selection of wines and beers. Room service is available (limited hours).

Jasper Melbourne is located just 25 minutes’ drive from Melbourne Tullamarine Airport. Docklands and RMIT are each 5 minutes’ drive from the hotel. The University of Melbourne is a 5-minute drive.",-37.80755348151333,https://www.booking.com/hotel/au/jasper.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=80&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780354&all_sr_blocks=4468001_106174419_2_2_0_664902&highlighted_blocks=4468001_106174419_2_2_0_664902&matching_block_id=4468001_106174419_2_2_0_664902&sr_pri_blocks=4468001_106174419_2_2_0_664902_22865&from=searchresults,144.96002259846136,229,AUD,"1 night, 1 adult",Includes taxes and charges,Deluxe King Room,1 extra-large double bed,7.9,Good,2376,"Melbourne CBD, Melbourne",Jasper Boutique Hotel
"7/198 Harbour Esplanade, Docklands, 3008 Melbourne, Australia",Docklands Private Collection - City Harbour Apartments,https://cf.bstatic.com/xdata/images/hotel/square600/115541902.webp?k=8b271111c77136ef89c8d2782b102e9f85ef52e529f39efc9694377b144aac76&o=,"Located just metres from NewQuay Marina and 3 minutes' drive from Etihad Stadium, Docklands Private Collection - City Harbour Apartments features luxurious apartments and covered parking. It is a 10-minute drive from Southern Cross Station. Free WiFi is included.

All apartments boast modern furnishings and stylish interiors. Each has an open-plan lounge area offering a flat-screen TV with cable channels and a DVD player. All apartments have a fully equipped kitchen and an internal laundry.

The 2 on-site restaurants, Signature and Melbourne Bay, serve breakfast and lunch each weekday. Sandwiches, burgers and wraps are also available. Continental breakfast packs can also be provided for an extra charge.

Digital Harbour Docklands Private Collection is a 20-minute drive from Melbourne Tullamarine International Airport.",-37.81411099,https://www.booking.com/hotel/au/docklands-private-collection-digital-harbour.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=81&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780354&all_sr_blocks=41718908_198578287_2_0_0&highlighted_blocks=41718908_198578287_2_0_0&matching_block_id=41718908_198578287_2_0_0&sr_pri_blocks=41718908_198578287_2_0_0__33033&from_sustainable_property_sr=1&from=searchresults,144.94485721,330,AUD,"1 night, 1 adult",Includes taxes and charges,Deluxe Studio,Entire apartment•1 bedroom•1 bathroom•1 kitchen•45m²,8.6,Fabulous,962,"Docklands, Melbourne",Docklands Private Collection - City Harbour Apartments
"167 City Road, Southbank, 3006 Melbourne, Australia",Ink Hotel Melbourne Southbank,https://cf.bstatic.com/xdata/images/hotel/square600/416226249.webp?k=f72a63f7911d6441c3e3ae4852fce89fadf1cbbe9ae417599e52816b176d9204&o=,"Well situated in Melbourne, Ink Hotel Melbourne Southbank offers air-conditioned rooms, a restaurant, free WiFi and a bar. This 4-star hotel offers a 24-hour front desk and luggage storage space. The property is non-smoking and is set 500 metres from Eureka Tower.

All units in the hotel are fitted with a kettle. The units in Ink Hotel Melbourne Southbank are equipped with a TV and free toiletries.

Popular points of interest near the accommodation include Southbank Promenade, National Gallery of Victoria and Crown Casino Melbourne. Essendon Fields Airport is 12 km away.",-37.824394,https://www.booking.com/hotel/au/167-melbourne-southbank.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=82&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780354&all_sr_blocks=524219202_183883551_2_0_0_331474&highlighted_blocks=524219202_183883551_2_0_0_331474&matching_block_id=524219202_183883551_2_0_0_331474&sr_pri_blocks=524219202_183883551_2_0_0_331474_38800&from_sustainable_property_sr=1&from=searchresults,144.962517,388,AUD,"1 night, 1 adult",Includes taxes and charges,Standard Double Room,1 double bed,8.5,Very,3767,"Southbank, Melbourne",Ink Hotel Melbourne Southbank
"91 Therry Street, 3000 Melbourne, Australia",Veriu Queen Victoria Market,https://cf.bstatic.com/xdata/images/hotel/square600/422117231.webp?k=d1643f4beeefe81c6949cb1fcaaefcfd71fea9c75be5f18ccf98148781ded7c8&o=,"An aparthotel nestled in the centre of Melbourne, Veriu Queen Victoria Market features private parking, free WiFi, a fitness centre and indoor pool. The property is well situated within easy reach of Melbourne City Conference Centre and State Library of Victoria. This 4-star aparthotel offers a 24-hour front desk and a lift. The aparthotel has family rooms.

At the aparthotel, the units come with air conditioning, a seating area, a flat-screen TV with streaming services, a kitchen, a dining area and a private bathroom with a hair dryer, a walk-in shower and free toiletries. A toaster and fridge are also featured, as well as a coffee machine and a kettle. At the aparthotel, each unit includes bed linen and towels.

There is a coffee shop, and a minimarket is also available.

Popular points of interest near the aparthotel include Block Arcade Melbourne, Melbourne Central Station and Princess Theatre. Essendon Fields Airport is 10 km away.",-37.807444,https://www.booking.com/hotel/au/veriu-queen-victoria-market.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaA-IAQGYAQm4AQfIAQzYAQHoAQGIAgGoAgO4Asyg6bgGwAIB0gIkNDUzODliM2ItZThjZS00MDU4LThmOTctMTZhMmVlODlhZjlj2AIF4AIB&sid=3b52787ec2db0a5e6311a947ae7d40c6&aid=304142&ucfs=1&arphpl=1&checkin=2025-01-13&checkout=2025-01-14&dest_id=1593&dest_type=district&group_adults=1&req_adults=1&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=83&sr_order=class&nflt=ht_id%3D204&srpvid=947b662f65cb0907&srepoch=1729780354&all_sr_blocks=885111501_400356048_2_0_0&highlighted_blocks=885111501_400356048_2_0_0&matching_block_id=885111501_400356048_2_0_0&sr_pri_blocks=885111501_400356048_2_0_0__41500&from_sustainable_property_sr=1&from=searchresults,144.959309,415,AUD,"1 night, 1 adult",Includes taxes and charges,Veriu Suite,Entire studio•1 bathroom•1 kitchen•26m²,9.0,Superb,1812,"Melbourne CBD, Melbourne",Veriu Queen Victoria Market
